hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected,all_pediatric_inpatient_bed_occupied_7_day_avg,all_pediatric_inpatient_bed_occupied_7_day_coverage,all_pediatric_inpatient_bed_occupied_7_day_sum,all_pediatric_inpatient_beds_7_day_avg,all_pediatric_inpatient_beds_7_day_coverage,all_pediatric_inpatient_beds_7_day_sum,previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum,previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum,previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum,previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum,staffed_icu_pediatric_patients_confirmed_covid_7_day_avg,staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage,staffed_icu_pediatric_patients_confirmed_covid_7_day_sum,staffed_pediatric_icu_bed_occupancy_7_day_avg,staffed_pediatric_icu_bed_occupancy_7_day_coverage,staffed_pediatric_icu_bed_occupancy_7_day_sum,total_staffed_pediatric_icu_beds_7_day_avg,total_staffed_pediatric_icu_beds_7_day_coverage,total_staffed_pediatric_icu_beds_7_day_sum
050292,2022/10/21,CA,050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,Short Term,06065,true,437,378,378,426,373,23,23,12,0,0,437,62,36,58,34,0,0,-999999,0,0,437,378,378,426,373,23,23,12,0,0,437,62,36,58,34,0,0,-999999,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,POINT (-117.19538 33.91011),[C050292-A],1,1,1,1,,,,,,,false,36,1,36,40,1,40,0,0,0,0,0,1,0,7,1,7,7,1,7
200037,2022/10/21,ME,200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON,04938,Short Term,23007,false,,,37,26,25.7,5.7,5.3,5.3,-999999,-999999,37.3,5,5,-999999,-999999,0,0,0,0,,,,111,78,77,17,16,16,-999999,-999999,112,15,15,6,6,0,0,0,0,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,-999999,0,0,0,0,0,0,-999999,0,0,-999999,36,4,0,0,-999999,0,-999999,0,-999999,0,0,0,156,0,POINT (-70.163329 44.625016),[C200037-A],3,3,3,3,,,,,,,false,-999999,3,-999999,-999999,3,-999999,-999999,0,0,0,0,3,0,0,3,0,0,3,0
171378,2022/10/21,KS,171378,KINGMAN HEALTHCARE CENTER,750 W AVE D,KINGMAN,67068,Critical Access Hospitals,20095,false,,,22,6.5,6.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,,,44,13,13,0,0,0,0,0,50,0,0,0,0,0,0,0,0,,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,POINT (-98.123552 37.646734),[C171378-A],2,2,2,2,,,,,,,false,0,2,0,-999999,2,6,0,0,0,0,0,2,0,0,2,0,0,2,0
161373,2022/10/21,IA,161373,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,50854,Critical Access Hospitals,19159,false,16,16,16,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,16,16,16,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,POINT (-94.223614 40.71836),[C161373-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
053306,2022/10/21,CA,053306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,92691,Childrens Hospitals,06059,true,58,0,0,31,0,-999999,0,0,-999999,-999999,54,34,0,14,0,0,0,0,0,0,58,0,0,31,0,-999999,0,0,-999999,-999999,54,34,0,14,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-117.666045 33.560152),[C053306-A],1,1,1,1,,,,,,,false,22,1,22,32,1,32,0,-999999,0,0,0,1,0,5,1,5,12,1,12
100079,2022/10/21,FL,100079,UNIV OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPR,1475 NW 12TH AVE,MIAMI,33136,Short Term,12086,true,,,483.3,400.3,400.3,20.3,20.3,17.7,0,0,483.3,78,78,59.7,59.7,5.3,5.3,0,0,,,,1450,1201,1201,61,61,53,0,0,1450,234,234,179,179,16,16,0,0,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7,,,,-999999,-999999,-999999,-999999,-999999,0,0,33,0,0,,,,,,,,0,0,342,0,POINT (-80.21491 25.7888),"[C100079-A, C100079-B, C100079-C]",3,3,3,3,,,,,,,false,0,3,0,0,3,0,0,,,0,0,3,0,0,3,0,0,3,0
260001,2022/10/21,MO,260001,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,64804,Short Term,29097,true,,,192,177,170,23,23,7,0,0,192,36,36,26,19,-999999,-999999,-999999,0,0,,,192,177,170,23,23,7,0,0,192,36,36,26,19,-999999,-999999,-999999,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,-999999,-999999,-999999,0,-999999,0,0,20,5,0,0,0,-999999,0,-999999,0,-999999,0,-999999,100,-999999,POINT (-94.51168 37.03449),[C260001-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
121306,2022/10/21,HI,121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD,KAPAA,96746,Critical Access Hospitals,15007,true,,,14,-999999,-999999,-999999,-999999,-999999,0,0,14,0,0,0,0,0,0,0,0,,,,28,6,6,-999999,-999999,-999999,0,0,28,0,0,0,0,0,0,0,0,,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,POINT (-159.31418 22.08762),[C121306-A],2,2,2,2,,,,,,,false,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0
191302,2022/10/21,LA,191302,OCHSNER ST MARTIN HOSPITAL,210 CHAMPAGNE BOULEVARD,BREAUX BRIDGE,70517,Critical Access Hospitals,22099,true,,,35.7,18.7,18.7,0,0,0,0,0,35.7,0,0,0,0,0,0,0,0,,,,107,56,56,0,0,0,0,0,107,0,0,0,0,0,0,0,0,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-91.890553 30.282446),[C191302-A],3,3,3,3,,,,,,,false,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0
210064,2022/10/21,MD,210064,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,2434 WEST BELVEDERE AVENUE,BALTIMORE,21209,Short Term,24510,true,,,112,81,81,-999999,-999999,-999999,0,0,112,0,0,0,0,0,0,0,0,,,,112,81,81,-999999,-999999,-999999,0,0,112,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-76.664522 39.353462),[C210064-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
110010,2022/10/21,GA,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,30322,Short Term,13089,true,718,718,680,586.7,584,14,14,12.7,0,0,680,155,155,120.7,120.3,-999999,-999999,0,0,0,2154,2154,2040,1760,1752,42,42,38,0,0,2040,465,465,362,361,8,8,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,-999999,0,0,0,0,0,-999999,0,0,50,0,0,0,0,0,0,0,0,0,0,0,440,0,POINT (-84.320977 33.791881),"[C110010-C, C110010-A, C110010-B]",3,3,3,3,,,,,,,false,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0
161350,2022/10/21,IA,161350,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,51449,Critical Access Hospitals,19025,false,,,15,-999999,-999999,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,,45,11,11,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,POINT (-94.749419 42.266672),[C161350-A],3,3,3,3,,,,,,,false,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0
060131,2022/10/21,CO,060131,UCHEALTH GREELEY HOSPITAL,6767 W 29TH ST,GREELEY,80634,Short Term,08123,true,,,55,51,51,4.3,4.3,-999999,0,0,55,9,9,9,9,-999999,-999999,0,0,,,,165,153,153,13,13,11,0,0,165,27,27,27,27,-999999,-999999,0,0,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,-999999,0,0,0,0,-999999,-999999,0,0,0,0,28,4,0,0,-999999,-999999,0,0,0,0,0,0,273,0,POINT (-104.789043 40.390073),[C060131-A],3,3,3,3,,,,,,,false,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0
