"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2450004,"November 1, 2022",Maryland,Catonsville,"Poplar Ave and Frederick Rd",0,1,N/A
2450000,"November 1, 2022",Maryland,Baltimore,N/A,0,1,N/A
2449995,"November 1, 2022",Maryland,Baltimore,"6600 block of Holabird Ave",0,1,N/A
2449960,"November 1, 2022",Illinois,Chicago,"S Pulaski Rd and W Roosevelt Rd",0,1,N/A
2449950,"November 1, 2022","District of Columbia",Washington,"2100 block of 14th St SE",0,1,N/A
2449947,"November 1, 2022","District of Columbia",Washington,"1800 block of Minnesota Ave SE",0,2,N/A
2449944,"November 1, 2022",Washington,Auburn,"1232 A St NE",0,1,N/A
2450906,"November 1, 2022","New York","New York (Manhattan)","214 W 114th St",0,1,N/A
2450904,"November 1, 2022","New York",Brooklyn,"711 Ocean Ave",0,1,N/A
2450898,"November 1, 2022","New York","Corona (Queens)","Astoria Blvd N and Steinway St",0,0,N/A
2450285,"November 1, 2022","New York",Brooklyn,"202 New Lots Ave",0,1,N/A
2450885,"November 1, 2022",Montana,Billings,"3000 block 2nd Ave N",0,1,N/A
2450881,"November 1, 2022",Oregon,Portland,"NE Durham Ave and NE Rosa Parks Way",0,1,N/A
2450858,"November 1, 2022","New Jersey",Newark,"Van Velsor Pl and Chancellor Ave",0,2,N/A
2450845,"November 1, 2022",Arizona,Yuma,"Avenue B and 4th Pl",0,1,N/A
2450837,"November 1, 2022",California,Salinas,"2000 block of N Main St",0,1,N/A
2449910,"November 1, 2022","South Carolina",Bluffton,"35 Bluffton Rd",0,1,N/A
2450787,"November 1, 2022",Nevada,Elko,"Bullion Rd and Morse Ln",0,1,N/A
2450781,"November 1, 2022",Oklahoma,"Oklahoma City","I-35 and NE 23rd St",0,1,N/A
2450006,"November 1, 2022",Georgia,Atlanta,"Briarcliff Rd NE and Briarcliff Way NE",0,1,N/A
2450758,"November 1, 2022",Oklahoma,Tulsa,"2300 block of E 3rd St",0,1,N/A
2450762,"November 1, 2022",Oklahoma,Guthrie,"N Elm St and E Noble Ave",0,1,N/A
2450628,"November 1, 2022",Tennessee,Memphis,"1500 block of W Holmes Rd",0,1,N/A
2450638,"November 1, 2022",Tennessee,Memphis,"1500 block of N Merton St",1,0,N/A
2450751,"November 1, 2022",Michigan,Wyoming,"3000 block of Division Ave",0,1,N/A
2450655,"November 1, 2022",Texas,"Parker (county)",N/A,1,0,N/A
2450746,"November 1, 2022",Minnesota,"Saint Paul","Preble St and Minnehaha Ave E",1,0,N/A
2450491,"November 1, 2022",Minnesota,Minneapolis,"3219 Penn Ave N",0,2,N/A
2450720,"November 1, 2022",Minnesota,Minneapolis,"3300 block of Penn Ave N",0,1,N/A
2450255,"November 1, 2022",Michigan,"Highland Park","3rd Ave and Elmhurst St",1,1,N/A
2450696,"November 1, 2022",Kentucky,"Bowling Green","181 Cumberland Trace Rd",0,1,N/A
2450694,"November 1, 2022",Illinois,Zion,"2400 block of Gideon Ave",0,1,N/A
2450692,"November 1, 2022",Illinois,Chicago,"3157 W Touhy Ave",0,1,N/A
2450690,"November 1, 2022",Illinois,Chicago,"7845 S Wood St",0,1,N/A
2450688,"November 1, 2022",Illinois,Chicago,"7635 S Stewart Ave",0,1,N/A
2450681,"November 1, 2022",Iowa,"Cedar Rapids","300 block of Jacolyn Dr SW",0,1,N/A
2449684,"October 31, 2022",Missouri,Grandview,"13900 Grandboro Ln",0,1,N/A
2449650,"October 31, 2022",Kentucky,Louisville,"4000 block of Lula Way",1,0,N/A
2450642,"October 31, 2022",California,Shandon,"200 block of Camatti St",0,1,N/A
2449675,"October 31, 2022",Kentucky,Louisville,"2600 block of Hale Ave",0,1,N/A
2449631,"October 31, 2022",Virginia,"Woodbridge (Dale City)","13400 block of Orangewood Dr",0,1,N/A
2449645,"October 31, 2022",Virginia,Woodbridge,"13600 block of Lynn St",0,1,N/A
2449918,"October 31, 2022","South Carolina",Florence,"Kemp St and Kershaw St",0,1,N/A
2449635,"October 31, 2022",Illinois,Chicago,"1800 block of W 43rd St",0,1,N/A
2450453,"October 31, 2022",Virginia,Lynchburg,"Cabell St and Amherst St",0,1,N/A
2449623,"October 31, 2022",Illinois,Chicago,"11700 block of S Loomis St",0,1,N/A
2449606,"October 31, 2022","New Mexico",Albuquerque,"14th St and Marquette Ave NW",1,0,N/A
2449724,"October 31, 2022",Virginia,Richmond,"2300 block of Chamberlayne Ave",0,1,N/A
2449728,"October 31, 2022",Virginia,Richmond,"1600 block of Glenfield Ave",0,2,N/A
2450469,"October 31, 2022",Missouri,"Kansas City (Raytown)",N/A,0,0,N/A
2449598,"October 31, 2022",Colorado,Denver,"18250 E 51st Ave",0,0,N/A
2449693,"October 31, 2022",Tennessee,Jackson,"2239 Hollywood Dr",1,0,N/A
2449545,"October 31, 2022",California,Dixon,"455 E A St",0,0,N/A
2449916,"October 31, 2022","South Carolina","North Charleston","N Atlantic Blvd",1,0,N/A
2450412,"October 31, 2022",Texas,Marion,"8200 block of FM 78",0,2,N/A
2450394,"October 31, 2022",California,Fresno,"Liberty Ave and Chestnut Ave",0,1,N/A
2450391,"October 31, 2022",California,Visalia,"N Encina St",1,0,N/A
2450151,"October 31, 2022",California,Livingston,"690 Hammatt Ave",0,1,N/A
2450381,"October 31, 2022",California,Oakland,"1800 block of 7th St",0,1,N/A
2450379,"October 31, 2022",Wisconsin,Milwaukee,"W Derby Pl and W Appleton Ave",0,1,N/A
2449493,"October 31, 2022","North Carolina",Yadkinville,"724 S State St",0,0,N/A
2450376,"October 31, 2022",Wisconsin,"Fond Du Lac","100 block of Forest Ave",0,1,N/A
2450372,"October 31, 2022",California,Lamont,"Santa Ana St",0,1,N/A
2449992,"October 31, 2022",Illinois,Waukegan,"Butrick St and Catalpa St",0,2,N/A
2449469,"October 31, 2022",Illinois,Montgomery,"Oak Ridge Ln",1,0,N/A
2449445,"October 31, 2022",Georgia,Atlanta,"3747 Buford Hwy NE",0,2,N/A
2449433,"October 31, 2022",Georgia,Atlanta,"2564 Gresham Rd SE",1,0,N/A
2449755,"October 31, 2022","District of Columbia",Washington,"2600 block of Birney Pl SE",1,0,N/A
2449425,"October 31, 2022",Georgia,Atlanta,"500 Bishop St NW",1,0,N/A
2449435,"October 31, 2022",California,Fresno,"Cornell Ave and Hughes Ave",0,1,N/A
2450332,"October 31, 2022",California,"Hawaiian Gardens","21900 block of Arline Ave",1,0,N/A
2449431,"October 31, 2022",California,Visalia,"Park St and Houston Ave",0,1,N/A
2449429,"October 31, 2022",Georgia,Atlanta,"934 Mayson Turner Rd NW",0,1,N/A
2449427,"October 31, 2022",Georgia,Atlanta,"205 Armour Dr",0,1,N/A
2449867,"October 31, 2022","New York","New York (Manhattan)","Broadway and E 13th St",0,1,N/A
2450315,"October 31, 2022",Ohio,Columbus,"2500 block of Howey Rd",1,0,N/A
2449408,"October 31, 2022",Alabama,Tuscaloosa,I-59,0,1,N/A
2450016,"October 31, 2022",Ohio,Cincinnati,"Reading Rd and Lincoln St",1,0,N/A
2450228,"October 31, 2022",Michigan,Flint,"3102 Fox Cir",1,0,N/A
2450301,"October 31, 2022",Ohio,Columbus,"5778 Arborwood Ct",0,1,N/A
2449491,"October 31, 2022",Michigan,Inkster,"26739 Yale St",1,0,N/A
2449392,"October 31, 2022","New York",Buffalo,"200 block of Masten Ave",0,2,N/A
2449489,"October 31, 2022",Wisconsin,Milwaukee,"5000 Block of N Sherman Blvd",0,1,N/A
2449373,"October 31, 2022","New York",Rochester,"W High Terrace",0,1,N/A
2449341,"October 31, 2022",Texas,"San Antonio","TX-16 and Watson Rd",0,1,N/A
2449338,"October 31, 2022","New York",Rochester,"100 block of Sullivan St",0,1,N/A
2450258,"October 31, 2022",Maryland,Columbia,"5500 block of Cedar Ln",0,1,N/A
2449421,"October 31, 2022",Georgia,Atlanta,"3144 Reeves Cir NW",0,1,N/A
2450250,"October 31, 2022",Georgia,Atlanta,"1990 Donald Lee Hollowell NW",0,1,N/A
2449307,"October 31, 2022",Michigan,Saginaw,"2780 Williamson Rd",0,1,N/A
2450226,"October 31, 2022",Pennsylvania,Pittsburgh,"7100 block of Hermitage St",1,0,N/A
2450221,"October 31, 2022",Pennsylvania,Pittsburgh,"1200 block of Mohler St",0,1,N/A
2449293,"October 31, 2022",Texas,Houston,"9939 Bessemer St",1,0,N/A
2449287,"October 31, 2022",Maryland,"Capitol Heights","5100 Marlboro Pike",0,1,N/A
2450218,"October 31, 2022",Illinois,Rockford,"1300 block of N Johnston Ave",0,1,N/A
2449269,"October 31, 2022",Florida,"Bonita Springs","27000 block of Matheson Ave",1,0,N/A
2449277,"October 31, 2022",Wisconsin,Milwaukee,"W Clybourn St and N Plankinton Ave",0,1,N/A
2449731,"October 31, 2022",California,"Los Angeles","E 84th St and S Central Ave",0,1,N/A
2449744,"October 31, 2022",Nebraska,Omaha,"Minne Lusa Blvd and Newport Ave",0,1,N/A
2449576,"October 31, 2022",Virginia,Midlothian,"14000 block of N Carriage Ln",1,0,N/A
2449964,"October 31, 2022",Illinois,Chicago,"E 95th St and S Jeffery Blvd",0,1,N/A
2449688,"October 31, 2022",Tennessee,"Cedar Hill",I-24,1,0,N/A
2450173,"October 31, 2022",Texas,Spring,"24519 Stratton Creek Dr",0,1,N/A
2449145,"October 31, 2022",Ohio,Cincinnati,"4100 block of Kirby Ave",1,0,N/A
2449984,"October 31, 2022",Illinois,Chicago,"W 69th St and S Morgan St",0,1,N/A
2450161,"October 31, 2022",Pennsylvania,Philadelphia,"500 block of E Loudon St",0,1,N/A
2450163,"October 31, 2022","New York","Niagara Falls","Vanderbilt Ave and DeVeaux St",0,1,N/A
2450158,"October 31, 2022",California,"Long Beach","700 block of E Wardlow Rd",1,0,N/A
2450153,"October 31, 2022",Pennsylvania,Philadelphia,"5300 Greenway Ave",1,0,N/A
2450146,"October 31, 2022",Indiana,Indianapolis,"8100 block of Laguna Dr",0,1,N/A
2450087,"October 31, 2022",Pennsylvania,Philadelphia,"640D block of Dickens Ave",0,1,N/A
2449213,"October 31, 2022",California,"Santa Clarita","24300 Town Center Dr",0,1,N/A
2449653,"October 31, 2022",Illinois,Chicago,"S California Ave and W Polk St",0,14,N/A
2449210,"October 31, 2022",California,"Los Angeles","Venice Blvd and S Fairfax Ave",0,1,N/A
2450118,"October 31, 2022",Louisiana,"Baton Rouge","200 block of Chatsworth St",0,1,N/A
2450097,"October 31, 2022",Pennsylvania,Philadelphia,"200 block of W Ontario St",2,1,N/A
2450110,"October 31, 2022",Texas,"Corpus Christi","5800 block of Williams Dr",1,0,N/A
2449201,"October 31, 2022","New York",Brooklyn,"1041 Bushwick Ave",0,1,N/A
2449189,"October 31, 2022",Ohio,"Dayton (Trotwood)","700 block of Hallworth Pl",0,1,N/A
2450082,"October 31, 2022",Pennsylvania,Philadelphia,"2500 block of Carroll St",1,0,N/A
2449159,"October 31, 2022",Texas,Dallas,"Compton St",0,1,N/A
2450072,"October 31, 2022",Iowa,"Des Moines","E 35th St",0,1,N/A
2449128,"October 31, 2022",Texas,Houston,"12600 block of Pelican Bay Dr",1,0,N/A
2449986,"October 31, 2022",Kansas,"Kansas City","S 50th St and Elmwood Ave",1,6,N/A
2450002,"October 31, 2022",Maryland,Randallstown,"3400 block of Carriage Hill Cir",0,1,N/A
2449998,"October 31, 2022",California,"Los Angeles","8600 block of Graham Ave",1,0,N/A
2449962,"October 31, 2022",Illinois,Chicago,"W 98th St and S Damen Ave",0,1,N/A
2449958,"October 31, 2022",Illinois,Chicago,"445 E 43rd St",0,1,N/A
2449609,"October 31, 2022",Illinois,Chicago,"3852 W Van Buren St",1,0,N/A
2449878,"October 31, 2022","New York",Buffalo,"1300 block of E Ferry St",0,1,N/A
2449029,"October 31, 2022",Pennsylvania,"Natrona Heights","Shamrock Ln",1,0,N/A
2449941,"October 31, 2022",Washington,Seattle,"Alki Ave SW and 62nd Ave SW",0,2,N/A
2449039,"October 31, 2022",Illinois,Chicago,"100 block of E Pershing Rd",0,1,N/A
2449922,"October 31, 2022","New York",Troy,"Fulton St and Fourth St",0,2,N/A
2449905,"October 31, 2022","North Carolina",Hillsborough,"1414 US-70",0,1,N/A
2449907,"October 31, 2022","North Carolina",Durham,"4200 block of Buchanan Dr",0,1,N/A
2450893,"October 31, 2022",Oregon,Madras,"900 block of SE Maliah Ave",0,1,N/A
2449900,"October 31, 2022","North Carolina","High Point","Bridges Dr",0,2,N/A
2449897,"October 31, 2022","North Carolina",Kannapolis,"Wikes Dr",0,1,N/A
2449858,"October 31, 2022","New York",Rochester,"200 block of Genesee St",0,1,N/A
2450856,"October 31, 2022",California,"Los Angeles","Cesar Chavez Ave and Progress Pl",0,1,N/A
2450853,"October 31, 2022",California,"Los Angeles","11852 S Main St",0,1,N/A
2450309,"October 31, 2022",California,"Los Angeles","1755 Viewmont Dr",0,1,N/A
2450828,"October 31, 2022",Louisiana,"Baton Rouge","170 Campus Lake Rd",0,0,N/A
2449835,"October 31, 2022",Alabama,Mobile,"205 Government St",1,0,N/A
2449862,"October 31, 2022","New York",Brooklyn,"2932 Avenue V",1,1,N/A
2450784,"October 31, 2022",Oklahoma,Tulsa,"W 1st St and S 71st W Ave",0,1,N/A
2449035,"October 31, 2022",Virginia,Lynchburg,"1500 block of Longview Rd",0,1,N/A
2449811,"October 31, 2022",Missouri,"Saint Louis (Jennings)","9000 block of W Florissant Ave",0,2,N/A
2449804,"October 31, 2022",Missouri,"Saint Louis (Berkeley)","6800 N Hanley Rd",0,1,N/A
2449801,"October 31, 2022",Missouri,"Saint Louis (Richmond Heights)","I-64 and Big Bend Blvd",0,1,N/A
2450764,"October 31, 2022",Oklahoma,"Oklahoma City","I-44 and N Pennsylvania Ave",0,2,N/A
2449543,"October 31, 2022",Tennessee,Chattanooga,"1900 block of Milne St",0,1,N/A
2450734,"October 31, 2022",Wyoming,Cheyenne,"6900 block of Horse Soldier Rd",1,1,N/A
2449888,"October 31, 2022","North Carolina",Raleigh,"2611 Torquay Crossing",1,2,N/A
2450724,"October 31, 2022",Arkansas,Sherwood,"4000 block of Hollyridge Cove",1,0,N/A
2450718,"October 31, 2022","North Carolina","High Point","Sherrill Ave",0,1,N/A
2449697,"October 31, 2022",Tennessee,Cordova,"1300 block of Carlton Ridge Dr",0,2,N/A
2450703,"October 31, 2022",Arkansas,Conway,"200 block of Willow St",0,1,N/A
2449710,"October 31, 2022",Tennessee,Memphis,"6900 block of Gilford Dr",0,3,N/A
2449690,"October 31, 2022",Tennessee,"Ashland City",N/A,0,1,N/A
2450676,"October 31, 2022",Tennessee,Memphis,"6277 Lake Arbor Dr",0,4,N/A
2449686,"October 30, 2022",California,Antioch,"Hwy 4",0,1,N/A
2449851,"October 30, 2022",Mississippi,Columbus,"700 block of 21st St N",1,0,N/A
2448999,"October 30, 2022","North Carolina",Goldsboro,"203 Haywood Dr",1,0,N/A
2448807,"October 30, 2022",Connecticut,Bridgeport,"Olive St and Pequonnock St",0,1,N/A
2448417,"October 30, 2022",Mississippi,Vicksburg,"902 Blossom Ln",1,0,N/A
2448792,"October 30, 2022",Nebraska,Omaha,"3006 Mason St",1,0,N/A
2448794,"October 30, 2022",Nebraska,Omaha,"1920 Willis Ave",0,1,N/A
2448788,"October 30, 2022",California,Sacramento,"Phoenix Park Dr and Savannah Dr",1,0,N/A
2448783,"October 30, 2022",Oklahoma,Claremore,"Westwood Dr",0,1,N/A
2448780,"October 30, 2022",Oklahoma,"Oklahoma City","NW 38th St and N Pennsylvania Ave",0,1,N/A
2448778,"October 30, 2022",Maryland,Parkville,"7301  McClean Blvd",1,0,N/A
2448765,"October 30, 2022",Missouri,"Kansas City","9400 block of Bales Ave",1,0,N/A
2449642,"October 30, 2022",Massachusetts,Springfield,US-5,0,1,N/A
2448776,"October 30, 2022",California,Fresno,"Floradora Ave and Hwy 41",0,1,N/A
2448773,"October 30, 2022",California,Rialto,"6000 block of N Riverside Dr",0,1,N/A
2450588,"October 30, 2022",Virginia,Portsmouth,"900 block of Randolph St",1,0,N/A
2448771,"October 30, 2022",California,Visalia,"W Prospect Ave",0,1,N/A
2448769,"October 30, 2022",Maryland,Essex,"900 block of Holgate Dr",0,1,N/A
2449481,"October 30, 2022",California,Stockton,"4206 West Ln",0,2,N/A
2448763,"October 30, 2022",California,"San Jose","500 block of Madera Ave",1,0,N/A
2448760,"October 30, 2022",Alabama,Birmingham,N/A,0,2,N/A
2448751,"October 30, 2022",Maryland,Baltimore,"2300 block of E Madison St",0,1,N/A
2448749,"October 30, 2022",Maryland,Baltimore,"4000 block of Old York Rd",0,1,N/A
2448745,"October 30, 2022",Maryland,Baltimore,"3900 block of Kenyon Ave",0,1,N/A
2448742,"October 30, 2022",Missouri,"Saint Louis","8900 block of Riverview Blvd",0,2,N/A
2450539,"October 30, 2022",Missouri,Hazelwood,N/A,1,0,N/A
2448725,"October 30, 2022",Maryland,Baltimore,"Charles St and E Randall St",0,1,N/A
2448702,"October 30, 2022",Texas,"San Antonio","4835 Lord Rd",0,2,N/A
2448982,"October 30, 2022",Virginia,"Falls Church","5599 Seminary Rd",1,0,N/A
2448705,"October 30, 2022","District of Columbia",Washington,"4400 block E St SE",0,1,N/A
2448636,"October 30, 2022",Colorado,Denver,"9825 E Girard Ave",2,0,N/A
2448681,"October 30, 2022",Texas,"San Antonio","5626 Walzem Rd",0,3,N/A
2449399,"October 30, 2022",Louisiana,Covington,"Quincy Ave and 9th St",0,1,N/A
2448639,"October 30, 2022",Colorado,Longmont,"US-287 and Yellowstone Rd",1,0,N/A
2448974,"October 30, 2022",Virginia,Chesapeake,"2218 Farmer Ln",0,1,N/A
2449680,"October 30, 2022",Virginia,"Virginia Beach","1200 block of Carver Ave",0,1,N/A
2448415,"October 30, 2022",Indiana,Indianapolis,"3900 block of Biscayne Rd",0,1,N/A
2448674,"October 30, 2022","New York","Corona (Queens)","148-33 Hillside Ave",0,1,N/A
2449565,"October 30, 2022",Virginia,Danville,"400 block of Greenwich Cir",0,3,N/A
2448605,"October 30, 2022","New York",Brooklyn,"1006 Atlantic Ave",1,1,N/A
2448643,"October 30, 2022",Michigan,"East Lansing","330 Grove St",0,1,N/A
2448366,"October 30, 2022",Colorado,Aurora,"900 block of N Geneva St",4,0,N/A
2448645,"October 30, 2022",Wisconsin,Milwaukee,"N 24th Pl and W Lloyd St",0,1,N/A
2448627,"October 30, 2022",Colorado,Broomfield,"W 136th Ave and Sheridan Blvd",0,1,N/A
2448618,"October 30, 2022",Utah,Ogden,"900 N Gramercy Ave",0,1,N/A
2448616,"October 30, 2022",Utah,"Salt Lake City (West Valley City)","2675 S 3200 W",0,1,N/A
2448612,"October 30, 2022",Illinois,Chicago,N/A,0,1,N/A
2448610,"October 30, 2022",Ohio,Cincinnati,"800 block of Hutchins Rd",1,0,N/A
2448597,"October 30, 2022","New York","Corona (Queens)","89-31 165th St",0,1,N/A
2448579,"October 30, 2022",Iowa,Davenport,"Kimberly Rd and Elmore Ave",1,0,N/A
2448735,"October 30, 2022",Alabama,Montgomery,"Eastern Blvd and Monticello Dr",1,0,N/A
2448660,"October 30, 2022",Texas,Killeen,"10th St and Santa Fe Ave",0,1,N/A
2448917,"October 30, 2022",Tennessee,Memphis,"600 block of Exchange Ave",1,1,N/A
2448498,"October 30, 2022",California,"Palm Springs","5600 block of E Ramon Rd",1,2,N/A
2448575,"October 30, 2022",Louisiana,Shreveport,"600 block of Argyle St",0,1,N/A
2448572,"October 30, 2022",Louisiana,Shreveport,"1100 block of E Kings Hwy",0,1,N/A
2448566,"October 30, 2022",Wisconsin,Milwaukee,"S Muskego Ave and W Becher St",0,1,N/A
2448354,"October 30, 2022",Ohio,Columbus,"1485 N Cassady Ave",1,0,N/A
2450304,"October 30, 2022",Pennsylvania,Reading,"542 South Ct",0,1,N/A
2450298,"October 30, 2022",Pennsylvania,Reading,"N 8th St and Penn St",0,2,N/A
2449387,"October 30, 2022",Florida,"Winter Haven","Sophia Dr",1,1,N/A
2449385,"October 30, 2022",Louisiana,"New Orleans","Canal St",0,1,N/A
2449375,"October 30, 2022",Louisiana,"New Orleans (new orleans)","4910 block of Rhodes Dr",0,1,N/A
2449369,"October 30, 2022",Louisiana,"New Orleans","3800 block of Saint Bernard Ave",0,1,N/A
2448548,"October 30, 2022","New Mexico",Albuquerque,"700 block of Coors Blvd SW",1,0,N/A
2448836,"October 30, 2022",Louisiana,"New Orleans","800 block of Adele St",0,1,N/A
2449231,"October 30, 2022",Maryland,Baltimore,"500 block of S Bentalou St",1,0,N/A
2448758,"October 30, 2022",Maryland,Baltimore,"1800 block of Washington Blvd",0,1,N/A
2448891,"October 30, 2022",Wisconsin,Milwaukee,"3264 S 27th St",0,1,N/A
